ID,Vareflyt,År,Måned,Varenr,Landkode,Mengde,Verdi
318270,Eksport,2019,9,03054300,GB,10,2450
318815,Eksport,2019,10,03021411,CA,68069,4021097
319415,Eksport,2019,10,03044100,DK,113289,9197520
319447,Eksport,2019,10,03044100,GB,96381,11537510
319465,Eksport,2019,10,03044200,CA,15792,1300474
319559,Eksport,2019,10,03048100,AU,172798,18560655
319561,Eksport,2019,10,03048100,CA,58675,7945640
319562,Eksport,2019,10,03048100,DK,64624,5022912
319590,Eksport,2019,10,03048100,GB,149035,12471499
319597,Eksport,2019,10,03048200,AU,1625,192829
319598,Eksport,2019,10,03048200,CA,2724,308371
319708,Eksport,2019,10,03053910,DK,545820,6122428
319716,Eksport,2019,10,03054100,CA,2800,477551
319717,Eksport,2019,10,03054100,DK,4584,396758
319747,Eksport,2019,10,03054300,CA,89607,14187433
320277,Eksport,2019,11,03021411,CA,46035,3110996
320831,Eksport,2019,11,03044100,DK,87610,9832679
320863,Eksport,2019,11,03044100,GB,185529,20385871
320877,Eksport,2019,11,03044200,AU,10671,883545
320879,Eksport,2019,11,03044200,CA,3153,247493
320963,Eksport,2019,11,03048100,AU,265634,28304804
320966,Eksport,2019,11,03048100,CA,27158,2769171
320967,Eksport,2019,11,03048100,DK,156293,11561991
320995,Eksport,2019,11,03048100,GB,61336,4134515
321007,Eksport,2019,11,03048200,AU,400,40743
321008,Eksport,2019,11,03048200,CA,8657,1288947
321116,Eksport,2019,11,03053910,DK,261270,2839910
321127,Eksport,2019,11,03054100,CA,91,14585
321128,Eksport,2019,11,03054100,DK,7815,512935
321159,Eksport,2019,11,03054300,CA,48679,7538557
321735,Eksport,2019,12,03021411,CA,23477,1847528
322203,Eksport,2019,12,03044100,DK,108278,12386608
322232,Eksport,2019,12,03044100,GB,165615,18784599
322247,Eksport,2019,12,03044200,AU,1350,110928
322249,Eksport,2019,12,03044200,CA,18709,1561886
322326,Eksport,2019,12,03048100,AU,132689,24586784
322329,Eksport,2019,12,03048100,CA,59150,6539872
322331,Eksport,2019,12,03048100,DK,42891,2693608
322356,Eksport,2019,12,03048100,GB,42530,3066891
322367,Eksport,2019,12,03048200,CA,21785,2575301
322464,Eksport,2019,12,03053910,DK,29080,617942
322471,Eksport,2019,12,03054100,CA,6320,1075683
322473,Eksport,2019,12,03054100,DK,2402,520149
322502,Eksport,2019,12,03054300,CA,44774,6926136
324194,Eksport,2020,2,03021411,CA,158017,11635597
324739,Eksport,2020,2,03044100,DK,208181,21998206
324765,Eksport,2020,2,03044100,GB,155424,18853914
324778,Eksport,2020,2,03044200,AU,10200,918114
324780,Eksport,2020,2,03044200,CA,260,28037
324866,Eksport,2020,2,03048100,AU,187285,20410384
324868,Eksport,2020,2,03048100,CA,24618,3859225
324869,Eksport,2020,2,03048100,DK,145987,9634172
324897,Eksport,2020,2,03048100,GB,45989,3977860
324908,Eksport,2020,2,03048200,AU,800,89156
324909,Eksport,2020,2,03048200,CA,9388,1278560
325009,Eksport,2020,2,03053910,DK,72360,961791
325018,Eksport,2020,2,03054100,CA,760,128747
325019,Eksport,2020,2,03054100,DK,552,34152
325050,Eksport,2020,2,03054300,CA,44488,6682575
325051,Eksport,2020,2,03054300,DK,5670,348637
325531,Eksport,2020,3,03021411,CA,41185,3429303
326067,Eksport,2020,3,03044100,DK,155284,16515003
326095,Eksport,2020,3,03044100,GB,183697,27936315
326109,Eksport,2020,3,03044200,AU,5950,540319
326111,Eksport,2020,3,03044200,CA,293,31243
326184,Eksport,2020,3,03048100,AU,214877,24059098
326187,Eksport,2020,3,03048100,CA,22768,2765492
326188,Eksport,2020,3,03048100,DK,98035,7157674
326210,Eksport,2020,3,03048100,GB,54518,5282775
326220,Eksport,2020,3,03048200,CA,59177,7551243
326317,Eksport,2020,3,03053910,DK,30752,672542
326325,Eksport,2020,3,03054100,CA,13680,2292787
326351,Eksport,2020,3,03054300,CA,64680,9729376
326848,Eksport,2020,4,03021411,CA,16182,1546788
327256,Eksport,2020,4,03044100,DK,74425,8597935
327276,Eksport,2020,4,03044100,GB,113095,15677817
327352,Eksport,2020,4,03048100,AU,150136,16833956
327354,Eksport,2020,4,03048100,CA,94102,9587912
327355,Eksport,2020,4,03048100,DK,98645,6603625
327378,Eksport,2020,4,03048100,GB,14839,2383445
327387,Eksport,2020,4,03048200,CA,7669,843440
327472,Eksport,2020,4,03053910,DK,32680,714647
327497,Eksport,2020,4,03054300,CA,44251,6287988
327498,Eksport,2020,4,03054300,DK,15,1030
328985,Eksport,2020,5,03021411,CA,2229,274109
329440,Eksport,2020,5,03044100,DK,144459,14178305
329460,Eksport,2020,5,03044100,GB,142303,17671144
329551,Eksport,2020,5,03048100,AU,222783,24914476
329553,Eksport,2020,5,03048100,CA,30128,3255438
329554,Eksport,2020,5,03048100,DK,71671,6049094
329575,Eksport,2020,5,03048100,GB,46653,3792572
329587,Eksport,2020,5,03048200,CA,56789,6780520
329672,Eksport,2020,5,03053910,DK,243860,3297414
329680,Eksport,2020,5,03054100,CA,1850,334183
329681,Eksport,2020,5,03054100,DK,774,166342
329695,Eksport,2020,5,03054100,GB,7958,570338
329701,Eksport,2020,5,03054300,CA,16867,2817310
330102,Eksport,2020,6,03021411,CA,3867,458052
330564,Eksport,2020,6,03044100,DK,100557,12626914
330585,Eksport,2020,6,03044100,GB,135383,16442202
330681,Eksport,2020,6,03048100,AU,154412,16744120
330683,Eksport,2020,6,03048100,CA,7243,950291
330685,Eksport,2020,6,03048100,DK,84295,6791751
330707,Eksport,2020,6,03048100,GB,27008,3689711
330716,Eksport,2020,6,03048200,CA,84504,9260658
330807,Eksport,2020,6,03053910,DK,83496,1716377
330816,Eksport,2020,6,03054100,DK,3634,396464
330839,Eksport,2020,6,03054300,CA,580,72016
330840,Eksport,2020,6,03054300,DK,680,51865
331287,Eksport,2020,7,03021411,CA,11730,1077626
331728,Eksport,2020,7,03044100,DK,144727,14487019
331733,Eksport,2020,7,03044100,IE,5120,530901
331752,Eksport,2020,7,03044100,GB,160099,18298812
331765,Eksport,2020,7,03044200,AU,1350,123379
331767,Eksport,2020,7,03044200,CA,1035,97309
331830,Eksport,2020,7,03048100,AU,241410,25595632
331832,Eksport,2020,7,03048100,CA,6718,976344
331833,Eksport,2020,7,03048100,DK,19496,1822009
331855,Eksport,2020,7,03048100,GB,52088,4644726
331866,Eksport,2020,7,03048200,AU,802,91752
331867,Eksport,2020,7,03048200,CA,63845,6856890
331950,Eksport,2020,7,03053910,DK,10000,224950
331957,Eksport,2020,7,03054100,CA,1080,184603
331958,Eksport,2020,7,03054100,DK,605,34571
331973,Eksport,2020,7,03054100,GB,3116,216595
331982,Eksport,2020,7,03054300,CA,52597,7999897
331987,Eksport,2020,7,03054300,GB,2201,152838
332392,Eksport,2020,8,03021411,CA,10545,881000
332805,Eksport,2020,8,03044100,DK,155669,13943960
332827,Eksport,2020,8,03044100,GB,148721,18000376
332844,Eksport,2020,8,03044200,CA,649,60960
332922,Eksport,2020,8,03048100,AU,150545,16267158
332924,Eksport,2020,8,03048100,CA,25457,3467842
332925,Eksport,2020,8,03048100,DK,52645,2704034
332946,Eksport,2020,8,03048100,GB,23684,2794254
332957,Eksport,2020,8,03048200,CA,55792,6407008
333043,Eksport,2020,8,03053910,DK,510680,5861079
333050,Eksport,2020,8,03054100,DK,80,18074
333073,Eksport,2020,8,03054300,CA,69056,10447568
333074,Eksport,2020,8,03054300,DK,12,3132
333494,Eksport,2020,9,03021411,CA,9573,754315
333959,Eksport,2020,9,03044100,DK,159326,18582840
333982,Eksport,2020,9,03044100,GB,199463,22374372
334000,Eksport,2020,9,03044200,CA,2174,160903
334073,Eksport,2020,9,03048100,AU,138402,14317235
334075,Eksport,2020,9,03048100,CA,1118,121032
334076,Eksport,2020,9,03048100,DK,63331,3574477
334085,Eksport,2020,9,03048100,IE,21120,2132294
334102,Eksport,2020,9,03048100,GB,159458,11746887
334110,Eksport,2020,9,03048200,CA,21442,2286345
334206,Eksport,2020,9,03053910,DK,1435289,16328356
334217,Eksport,2020,9,03054100,CA,8631,1394555
334218,Eksport,2020,9,03054100,DK,1015,48237
334246,Eksport,2020,9,03054300,CA,84413,12956969
334762,Eksport,2020,10,03021411,CA,13764,930874
335284,Eksport,2020,10,03044100,DK,202917,18899222
335307,Eksport,2020,10,03044100,GB,288597,28990152
335396,Eksport,2020,10,03048100,AU,204650,21978220
335398,Eksport,2020,10,03048100,CA,39693,4682806
335400,Eksport,2020,10,03048100,DK,85314,6106255
335408,Eksport,2020,10,03048100,IE,15336,1580761
335426,Eksport,2020,10,03048100,GB,74747,6522345
335439,Eksport,2020,10,03048200,AU,4230,358569
335441,Eksport,2020,10,03048200,CA,45959,4757374
335543,Eksport,2020,10,03053910,DK,272622,4167063
335551,Eksport,2020,10,03054100,DK,5234,57951
335568,Eksport,2020,10,03054100,GB,2250,326715
335583,Eksport,2020,10,03054300,CA,82241,13262111
335584,Eksport,2020,10,03054300,DK,420,3780
336127,Eksport,2020,11,03021411,CA,46314,3210905
336616,Eksport,2020,11,03044100,DK,172267,16862070
336641,Eksport,2020,11,03044100,GB,183802,20082340
336732,Eksport,2020,11,03048100,AU,261475,27815388
336734,Eksport,2020,11,03048100,CA,26246,3106151
336736,Eksport,2020,11,03048100,DK,87393,4777411
336764,Eksport,2020,11,03048100,GB,38464,4135814
336774,Eksport,2020,11,03048200,AU,1170,98995
336775,Eksport,2020,11,03048200,CA,55669,5773737
336878,Eksport,2020,11,03053910,DK,454776,6321845
336886,Eksport,2020,11,03054100,DK,820,157359
336920,Eksport,2020,11,03054300,CA,80426,12270164
336921,Eksport,2020,11,03054300,DK,300,19576
351960,Eksport,2020,12,03021411,CA,34635,2838143
352442,Eksport,2020,12,03044100,DK,172810,15822086
352466,Eksport,2020,12,03044100,GB,166706,17696280
352482,Eksport,2020,12,03044200,AU,68,4749
352551,Eksport,2020,12,03048100,AU,152417,15857706
352553,Eksport,2020,12,03048100,CA,47330,5722871
352554,Eksport,2020,12,03048100,DK,164610,9100802
352578,Eksport,2020,12,03048100,GB,16267,2426216
352590,Eksport,2020,12,03048200,CA,58164,6448898
352686,Eksport,2020,12,03053910,DK,39664,1084624
352693,Eksport,2020,12,03054100,CA,120,26211
352694,Eksport,2020,12,03054100,DK,2534,496754
352729,Eksport,2020,12,03054300,CA,43732,6461188
353264,Eksport,2021,1,03021411,CA,41487,2804304
353737,Eksport,2021,1,03044100,DK,154829,13814297
353760,Eksport,2021,1,03044100,GB,118954,13226509
353846,Eksport,2021,1,03048100,AU,244376,25012270
353848,Eksport,2021,1,03048100,CA,97399,8440420
353849,Eksport,2021,1,03048100,DK,57768,3345026
353871,Eksport,2021,1,03048100,GB,23004,1450154
353882,Eksport,2021,1,03048200,AU,1150,96352
353883,Eksport,2021,1,03048200,CA,27454,3081405
353969,Eksport,2021,1,03053910,DK,189475,2920245
353974,Eksport,2021,1,03054100,CA,830,149172
353975,Eksport,2021,1,03054100,DK,98,23439
354000,Eksport,2021,1,03054300,CA,43698,6550211
354459,Eksport,2021,2,03021411,CA,6189,489869
355007,Eksport,2021,2,03044100,DK,257564,21363456
355032,Eksport,2021,2,03044100,GB,142862,16186119
355047,Eksport,2021,2,03044200,CA,4063,249878
355122,Eksport,2021,2,03048100,AU,200952,20411640
355125,Eksport,2021,2,03048100,CA,46321,4184853
355126,Eksport,2021,2,03048100,DK,118655,7688287
355137,Eksport,2021,2,03048100,IE,1746,172531
355154,Eksport,2021,2,03048100,GB,53797,4286179
355160,Eksport,2021,2,03048200,AU,4440,464411
355161,Eksport,2021,2,03048200,CA,84618,8079283
355262,Eksport,2021,2,03053910,DK,92590,1499839
355271,Eksport,2021,2,03054100,CA,280,52564
355272,Eksport,2021,2,03054100,DK,1094,157132
355293,Eksport,2021,2,03054100,GB,8157,648557
355304,Eksport,2021,2,03054300,CA,16374,2438861
355778,Eksport,2021,3,03021411,CA,4603,478640
356343,Eksport,2021,3,03044100,DK,254869,25623738
356366,Eksport,2021,3,03044100,GB,174967,17685616
356476,Eksport,2021,3,03048100,AU,194140,19977360
356479,Eksport,2021,3,03048100,CA,84131,7817546
356480,Eksport,2021,3,03048100,DK,98639,4675302
356488,Eksport,2021,3,03048100,IE,1742,218174
356507,Eksport,2021,3,03048100,GB,31530,3828413
356517,Eksport,2021,3,03048200,AU,37450,3311598
356518,Eksport,2021,3,03048200,CA,71626,7611306
356632,Eksport,2021,3,03053910,DK,72120,2010665
356640,Eksport,2021,3,03054100,DK,607,130870
356670,Eksport,2021,3,03054300,CA,30314,4631280
357195,Eksport,2021,4,03021411,CA,2930,294329
357706,Eksport,2021,4,03044100,DK,202335,18180800
357733,Eksport,2021,4,03044100,GB,165019,16808272
357831,Eksport,2021,4,03048100,AU,146677,13982653
357833,Eksport,2021,4,03048100,CA,131308,13946544
357834,Eksport,2021,4,03048100,DK,102586,5219020
357856,Eksport,2021,4,03048100,GB,54572,4549741
357864,Eksport,2021,4,03048200,AU,8422,885794
357865,Eksport,2021,4,03048200,CA,53138,5491237
357951,Eksport,2021,4,03053910,DK,56040,1476394
357958,Eksport,2021,4,03054100,DK,353,86630
357987,Eksport,2021,4,03054300,CA,14778,2320225
358473,Eksport,2021,5,03021411,CA,3525,352092
358955,Eksport,2021,5,03044100,DK,201398,19479088
358984,Eksport,2021,5,03044100,GB,179510,18607196
358998,Eksport,2021,5,03044200,AU,9410,981286
359076,Eksport,2021,5,03048100,AU,171346,17800204
359078,Eksport,2021,5,03048100,CA,58419,6399175
359080,Eksport,2021,5,03048100,DK,120611,7301656
359087,Eksport,2021,5,03048100,IE,5157,535816
359105,Eksport,2021,5,03048100,GB,40849,5526789
359113,Eksport,2021,5,03048200,AU,4880,444141
359114,Eksport,2021,5,03048200,CA,47781,4767669
359208,Eksport,2021,5,03053910,DK,411642,5430923
359219,Eksport,2021,5,03054100,DK,3791,271212
359252,Eksport,2021,5,03054300,CA,19295,2795938
359734,Eksport,2021,6,03021411,CA,11501,941782
360219,Eksport,2021,6,03044100,AU,8,2337
360223,Eksport,2021,6,03044100,DK,202631,20976524
360249,Eksport,2021,6,03044100,GB,191000,19921860
360263,Eksport,2021,6,03044200,AU,5240,550821
360344,Eksport,2021,6,03048100,AU,244738,25673122
360346,Eksport,2021,6,03048100,CA,103592,10983346
360347,Eksport,2021,6,03048100,DK,159568,9578951
360369,Eksport,2021,6,03048100,GB,107520,10468650
360376,Eksport,2021,6,03048200,AU,590,54182
360377,Eksport,2021,6,03048200,CA,76406,7859891
360462,Eksport,2021,6,03053910,DK,38240,1078403
360470,Eksport,2021,6,03054100,CA,13975,2529248
360471,Eksport,2021,6,03054100,DK,874,206322
360486,Eksport,2021,6,03054100,GB,1514,221575
360495,Eksport,2021,6,03054300,CA,71403,10799610
361012,Eksport,2021,7,03021411,CA,19092,1458242
361455,Eksport,2021,7,03044100,DK,127681,13098177
361481,Eksport,2021,7,03044100,GB,178925,19476296
361493,Eksport,2021,7,03044200,AU,5650,589238
361557,Eksport,2021,7,03048100,AU,178099,18376796
361559,Eksport,2021,7,03048100,CA,87743,9980187
361561,Eksport,2021,7,03048100,DK,103596,7958900
361582,Eksport,2021,7,03048100,GB,83392,7283658
361593,Eksport,2021,7,03048200,CA,70207,8289471
361678,Eksport,2021,7,03054100,CA,1680,279401
361679,Eksport,2021,7,03054100,DK,20983,1408361
361706,Eksport,2021,7,03054300,CA,69616,10493883
361707,Eksport,2021,7,03054300,DK,10,1035
362145,Eksport,2021,8,03021411,CA,13563,936286
362630,Eksport,2021,8,03044100,DK,209414,21287706
362653,Eksport,2021,8,03044100,GB,153254,17478424
362666,Eksport,2021,8,03044200,AU,13950,1364814
362734,Eksport,2021,8,03048100,AU,106962,10358029
362736,Eksport,2021,8,03048100,CA,24695,2489401
362737,Eksport,2021,8,03048100,DK,205592,13620524
362759,Eksport,2021,8,03048100,GB,32083,4877126
362768,Eksport,2021,8,03048200,AU,1350,122791
362769,Eksport,2021,8,03048200,CA,34887,3769398
362849,Eksport,2021,8,03053910,DK,224320,2768871
362854,Eksport,2021,8,03054100,CA,3240,539902
362855,Eksport,2021,8,03054100,DK,418,96803
362884,Eksport,2021,8,03054300,CA,100809,15140784
362885,Eksport,2021,8,03054300,DK,20,2996
363337,Eksport,2021,9,03021411,CA,19128,1386096
363862,Eksport,2021,9,03044100,DK,211392,20570666
363884,Eksport,2021,9,03044100,GB,180423,20915828
363898,Eksport,2021,9,03044200,AU,17530,1821285
363977,Eksport,2021,9,03048100,AU,253210,25718188
363979,Eksport,2021,9,03048100,CA,50349,4587919
363980,Eksport,2021,9,03048100,DK,101625,6361577
364009,Eksport,2021,9,03048100,GB,124103,9907298
364021,Eksport,2021,9,03048200,CA,45551,5083306
364126,Eksport,2021,9,03053910,DK,1160029,12255245
364136,Eksport,2021,9,03054100,CA,736,123101
364137,Eksport,2021,9,03054100,DK,1956,245124
364157,Eksport,2021,9,03054100,GB,2043,343753
364169,Eksport,2021,9,03054300,CA,58445,8356700
369785,Eksport,2021,10,03021411,CA,12159,876363
370320,Eksport,2021,10,03044100,DK,235030,23772784
